fault_locator,acc@1,acc@3,acc@5,mean_average_precision,mean_wasted_effort,rank
DStar, 5, 10, 15, 0.088370371018662117, 226.79389312977099,5
Naish2, 7, 14, 19, 0.10796717209173129, 224.58015267175571,2
GP13, 7, 14, 19, 0.10802974956259037, 224.58015267175571,1
Barinel, 5, 11, 15, 0.084387993822331073, 248.58778625954199,7
Ochiai, 5, 10, 15, 0.086806159135937158, 227.66412213740458,6
GP19, 6, 13, 19, 0.10265704981722597, 291.47328244274809,4
Tarantula, 5, 11, 15, 0.084376005023794692, 248.38167938931298,7
TarantulaStar, 6, 13, 19, 0.10293587433859022, 223.45801526717557,3
