fault_locator,acc@1,acc@3,acc@5,mean_average_precision,mean_wasted_effort,rank
DStar, 18, 36, 38, 0.63411706349206343, 1.45,2
Naish2, 18, 35, 38, 0.63391132368034531, 1.55,4
GP13, 18, 35, 38, 0.63592261904761904, 1.55,3
Barinel, 16, 35, 37, 0.6083571623093682, 1.55,5
Ochiai, 18, 35, 38, 0.62888979076479068, 1.5249999999999999,4
GP19, 18, 35, 38, 0.63738095238095238, 1.5249999999999999,1
Tarantula, 16, 35, 37, 0.6083571623093682, 1.55,5
TarantulaStar, 18, 35, 38, 0.63661706349206337, 1.5249999999999999,2
