fault_locator,acc@1,acc@3,acc@5,mean_average_precision,mean_wasted_effort,rank
DStar, 1, 1, 1, 0.5021141649048626, 0.0,2
Naish2, 1, 1, 1, 0.501669449081803, 0.0,3
GP13, 1, 1, 1, 0.5021141649048626, 0.0,2
Barinel, 1, 1, 1, 0.5021141649048626, 0.0,2
Ochiai, 1, 1, 1, 0.5021141649048626, 0.0,2
GP19, 1, 1, 1, 0.5021186440677966, 0.0,1
Tarantula, 1, 1, 1, 0.5021141649048626, 0.0,2
TarantulaStar, 1, 1, 1, 0.5021141649048626, 0.0,2
