fault_locator,acc@1,acc@3,acc@5,mean_average_precision,mean_wasted_effort,rank
DStar, 0, 1, 1, 0.17095851216022889, 2.0,1
Naish2, 0, 1, 1, 0.16903073286052009, 2.0,2
GP13, 0, 1, 1, 0.17095851216022889, 2.0,1
Barinel, 0, 1, 1, 0.17095851216022889, 2.0,1
Ochiai, 0, 1, 1, 0.17095851216022889, 2.0,1
GP19, 0, 0, 0, 0.0092659993933879286, 511.0,3
Tarantula, 0, 1, 1, 0.17095851216022889, 2.0,1
TarantulaStar, 0, 1, 1, 0.17095851216022889, 2.0,1
