fault_locator,acc@1,acc@3,acc@5,mean_average_precision,mean_wasted_effort,rank
DStar, 4, 4, 5, 0.84999999999999998, 1.0,1
Naish2, 4, 4, 5, 0.84999999999999998, 1.0,1
GP13, 4, 4, 5, 0.84999999999999998, 1.0,1
Barinel, 4, 4, 4, 0.81111111111111112, 3.3999999999999999,3
Ochiai, 4, 4, 5, 0.84999999999999998, 1.0,1
GP19, 4, 4, 4, 0.80952380952380953, 2.3999999999999999,3
Tarantula, 4, 4, 4, 0.81111111111111112, 3.3999999999999999,3
TarantulaStar, 4, 4, 4, 0.82499999999999996, 2.2000000000000002,2
