fault_locator,acc@1,acc@3,acc@5,mean_average_precision,mean_wasted_effort,rank
DStar, 27, 48, 62, 0.40360508299613573, 10.446601941747574,2
Naish2, 26, 45, 60, 0.39070572613929183, 11.291262135922331,4
GP13, 26, 45, 61, 0.39300516633156268, 10.873786407766991,3
Barinel, 26, 43, 58, 0.38294017882540687, 11.223300970873787,7
Ochiai, 29, 47, 63, 0.40542866885625178, 10.58252427184466,1
GP19, 28, 44, 58, 0.38470346017392132, 12.223300970873787,6
Tarantula, 26, 43, 58, 0.38294017882540687, 11.223300970873787,7
TarantulaStar, 26, 44, 58, 0.38747862335442562, 10.902912621359222,5
