fault_locator,acc@1,acc@3,acc@5,mean_average_precision,mean_wasted_effort,rank
DStar, 1, 2, 3, 0.38766233766233765, 7.4000000000000004,3
Naish2, 1, 2, 3, 0.36709090909090908, 8.4000000000000004,4
GP13, 1, 2, 3, 0.38766233766233765, 7.4000000000000004,3
Barinel, 1, 2, 3, 0.38766233766233765, 7.4000000000000004,3
Ochiai, 1, 2, 3, 0.38766233766233765, 7.4000000000000004,3
GP19, 1, 2, 4, 0.3995238095238095, 5.5999999999999996,1
Tarantula, 1, 2, 3, 0.38766233766233765, 7.4000000000000004,3
TarantulaStar, 1, 2, 3, 0.39033613445378151, 7.4000000000000004,2
