fault_locator,acc@1,acc@3,acc@5,mean_average_precision,mean_wasted_effort,rank
DStar, 4, 6, 8, 0.16861096546097984, 46.079999999999998,5
Naish2, 4, 7, 8, 0.18888947252324939, 40.960000000000001,2
GP13, 4, 7, 8, 0.18900404368874099, 40.960000000000001,1
Barinel, 4, 6, 7, 0.17083029631089272, 63.520000000000003,5
Ochiai, 4, 6, 8, 0.16768355984149011, 46.0,5
GP19, 4, 7, 8, 0.18508684124636721, 42.280000000000001,4
Tarantula, 4, 6, 7, 0.16935656283557143, 63.520000000000003,6
TarantulaStar, 4, 7, 8, 0.18532696203613888, 42.0,3
