fault_locator,acc@1,acc@3,acc@5,mean_average_precision,mean_wasted_effort,rank
DStar, 12, 20, 22, 0.61929011511816268, 4.2307692307692308,1
Naish2, 12, 19, 21, 0.60518619917161509, 5.0769230769230766,4
GP13, 12, 19, 21, 0.6061150423277053, 4.884615384615385,3
Barinel, 12, 20, 21, 0.60962090124180268, 4.1538461538461542,2
Ochiai, 12, 20, 22, 0.61768755101559869, 4.2692307692307692,2
GP19, 11, 19, 20, 0.58249991476520924, 5.9615384615384617,5
Tarantula, 12, 20, 21, 0.60962090124180268, 4.1538461538461542,2
TarantulaStar, 12, 19, 21, 0.6061150423277053, 4.884615384615385,3
