fault_locator,acc@1,acc@3,acc@5,mean_average_precision,mean_wasted_effort,rank
DStar, 7, 13, 13, 0.45065161446740393, 4.25,5
Naish2, 7, 14, 15, 0.4799458874458874, 4.6500000000000004,3
GP13, 7, 14, 15, 0.48305546062125015, 4.0499999999999998,1
Barinel, 5, 12, 12, 0.40967202096149463, 5.9000000000000004,6
Ochiai, 7, 13, 14, 0.45503462728791677, 4.1500000000000004,4
GP19, 7, 14, 15, 0.46994544563623508, 3.8999999999999999,1
Tarantula, 5, 12, 12, 0.40967202096149463, 5.9000000000000004,6
TarantulaStar, 7, 14, 15, 0.46626974633553581, 4.0,2
