fault_locator,acc@1,acc@3,acc@5,mean_average_precision,mean_wasted_effort,rank
DStar, 3, 7, 10, 0.28669515298344883, 8.8499999999999996,3
Naish2, 3, 8, 11, 0.29969692387402169, 8.25,1
GP13, 3, 8, 11, 0.29961359054068837, 8.25,2
Barinel, 2, 6, 9, 0.25747235756517417, 13.35,5
Ochiai, 2, 6, 9, 0.26196014303744142, 10.949999999999999,4
GP19, 3, 7, 10, 0.28708239773642247, 10.25,3
Tarantula, 2, 6, 9, 0.25747235756517417, 13.35,5
TarantulaStar, 3, 7, 10, 0.28595754478905433, 8.6999999999999993,3
