fault_locator,acc@1,acc@3,acc@5,mean_average_precision,mean_wasted_effort,rank
DStar, 22, 45, 52, 0.34034780968901845, 17.04854368932039,1
Naish2, 21, 43, 51, 0.32954413811928129, 17.533980582524272,4
GP13, 21, 43, 51, 0.32985990390991354, 17.485436893203882,3
Barinel, 22, 43, 49, 0.32934359386858431, 18.417475728155338,6
Ochiai, 21, 44, 51, 0.33013048326612565, 17.291262135922331,2
GP19, 21, 44, 50, 0.32461880457299153, 22.21359223300971,8
Tarantula, 22, 43, 49, 0.32934213214954416, 18.417475728155338,7
TarantulaStar, 21, 44, 50, 0.32906627347898276, 17.49514563106796,5
