fault_locator,acc@1,acc@3,acc@5,mean_average_precision,mean_wasted_effort,rank
DStar, 95, 148, 182, 0.36591884491578186, 33.222543352601157,2
Naish2, 94, 143, 174, 0.35883101594583294, 45.306358381502889,5
GP13, 94, 143, 175, 0.35951551844938479, 43.97687861271676,4
Barinel, 85, 141, 173, 0.35054394800586464, 33.326589595375722,6
Ochiai, 98, 150, 183, 0.3682683331148966, 33.150289017341038,1
GP19, 97, 142, 178, 0.36131982038869453, 35.846820809248555,3
Tarantula, 85, 141, 173, 0.35053975373255675, 33.320809248554916,6
TarantulaStar, 95, 144, 177, 0.36225257516832265, 36.661849710982658,3
