fault_locator,acc@1,acc@3,acc@5,mean_average_precision,mean_wasted_effort,rank
DStar, 12, 18, 19, 0.58847566987875755, 9.0384615384615383,3
Naish2, 11, 17, 17, 0.55359937545143301, 8.615384615384615,5
GP13, 11, 17, 18, 0.56261862094478554, 9.5,6
Barinel, 13, 18, 19, 0.60525680540989302, 9.0769230769230766,2
Ochiai, 13, 18, 20, 0.60189142079450841, 8.9230769230769234,1
GP19, 12, 18, 19, 0.5794714133197334, 9.384615384615385,4
Tarantula, 13, 18, 19, 0.60525680540989302, 9.0769230769230766,2
TarantulaStar, 11, 17, 18, 0.56261862094478554, 9.5,6
