fault_locator,acc@1,acc@3,acc@5,mean_average_precision,mean_wasted_effort,rank
DStar, 5, 11, 16, 0.08899603875458309, 225.09090909090909,5
Naish2, 7, 15, 20, 0.10842977482482818, 222.89393939393941,2
GP13, 7, 15, 20, 0.10850648261257247, 222.89393939393941,1
Barinel, 5, 12, 16, 0.085043831082466673, 246.71969696969697,7
Ochiai, 5, 11, 16, 0.087443676961878741, 225.95454545454547,6
GP19, 6, 13, 19, 0.10194954185946963, 293.13636363636363,4
Tarantula, 5, 12, 16, 0.085031933108161609, 246.5151515151515,7
TarantulaStar, 6, 14, 20, 0.10345119735239051, 221.78030303030303,3
