fault_locator,acc@1,acc@3,acc@5,mean_average_precision,mean_wasted_effort,rank
DStar, 14, 28, 41, 0.18719514160157941, 67.0,2
Naish2, 16, 26, 35, 0.18401438594511543, 94.931297709923669,5
GP13, 16, 26, 35, 0.1838528335841062, 93.809160305343511,5
Barinel, 13, 31, 37, 0.18995116506199206, 67.595419847328245,4
Ochiai, 15, 30, 39, 0.19011506950350454, 67.305343511450388,1
GP19, 16, 26, 38, 0.19131432784156366, 71.702290076335885,3
Tarantula, 13, 31, 37, 0.18993754397769808, 67.580152671755727,4
TarantulaStar, 16, 27, 39, 0.19230693598529974, 75.404580152671755,2
