fault_locator,acc@1,acc@3,acc@5,mean_average_precision,mean_wasted_effort,rank
DStar, 5, 7, 9, 0.20058746678940362, 44.307692307692307,5
Naish2, 5, 8, 9, 0.22008603127235515, 39.384615384615387,2
GP13, 5, 8, 9, 0.2201961958545586, 39.384615384615387,1
Barinel, 5, 7, 8, 0.20272143876047372, 61.07692307692308,5
Ochiai, 5, 7, 9, 0.19969573061681734, 44.230769230769234,5
GP19, 5, 8, 9, 0.21642965504458381, 40.653846153846153,4
Tarantula, 5, 7, 8, 0.20130438734189557, 61.07692307692308,6
TarantulaStar, 5, 8, 9, 0.21666054041936428, 40.384615384615387,3
