fault_locator,acc@1,acc@3,acc@5,mean_average_precision,mean_wasted_effort,rank
DStar, 21, 43, 48, 0.51830975998919182, 3.9166666666666665,3
Naish2, 21, 43, 49, 0.52250652374490403, 3.7833333333333332,2
GP13, 21, 43, 49, 0.52381960954530871, 3.7833333333333332,1
Barinel, 18, 41, 46, 0.49139556072797014, 5.4833333333333334,5
Ochiai, 20, 41, 47, 0.50657990818900756, 4.666666666666667,4
GP19, 21, 42, 48, 0.52061476749944235, 4.4333333333333336,3
Tarantula, 18, 41, 46, 0.49139556072797014, 5.4833333333333334,5
TarantulaStar, 21, 42, 48, 0.51973055725772699, 3.9166666666666665,3
