fault_locator,acc@1,acc@3,acc@5,mean_average_precision,mean_wasted_effort,rank
DStar, 10, 12, 14, 0.47405511638533909, 37.039999999999999,4
Naish2, 9, 11, 13, 0.42989468489332283, 39.840000000000003,5
GP13, 9, 11, 13, 0.42989468489332283, 39.840000000000003,5
Barinel, 10, 15, 16, 0.49855116611725608, 27.16,2
Ochiai, 10, 13, 15, 0.48312979321574728, 35.079999999999998,3
GP19, 9, 11, 13, 0.42785153043825047, 40.520000000000003,6
Tarantula, 10, 15, 16, 0.49861044628662798, 27.16,1
TarantulaStar, 9, 11, 12, 0.42430032217274571, 39.240000000000002,6
