fault_locator,acc@1,acc@3,acc@5,mean_average_precision,mean_wasted_effort,rank
DStar, 37, 50, 51, 0.68559374550494079, 2.9166666666666665,5
Naish2, 37, 51, 53, 0.70756252551025434, 3.7166666666666668,4
GP13, 37, 51, 53, 0.70611724977844503, 2.8333333333333335,2
Barinel, 32, 46, 50, 0.65245967465376453, 3.6000000000000001,7
Ochiai, 37, 49, 52, 0.68324420846790368, 2.9333333333333331,6
GP19, 37, 51, 53, 0.70174724478344008, 2.7833333333333332,1
Tarantula, 32, 46, 50, 0.65245967465376453, 3.6000000000000001,7
TarantulaStar, 37, 51, 53, 0.70052201168320705, 2.8166666666666669,3
